"sample_id","file","fh_null_mean_mse","fh_full_mean_mse","bhf_mean_mse","fh_null_ok","fh_full_ok","bhf_ok","bhf_dropped_predictors","error_msg"
"sample_100","../../data_raw/samples/transformed/sample_100.RDS",0.845725563787052,0.307622303929763,0.376258881672951,TRUE,TRUE,TRUE,"",NA
"sample_101","../../data_raw/samples/transformed/sample_101.RDS",0.866122425195458,0.426206846085769,0.399558129131929,TRUE,TRUE,TRUE,"",NA
"sample_102","../../data_raw/samples/transformed/sample_102.RDS",0.843186678858434,0.330800975378635,0.417630635665881,TRUE,TRUE,TRUE,"",NA
"sample_103","../../data_raw/samples/transformed/sample_103.RDS",0.865863465603251,0.457901389018162,0.433336440858807,TRUE,TRUE,TRUE,"",NA
"sample_104","../../data_raw/samples/transformed/sample_104.RDS",0.878037133019647,0.384863069784055,0.436129447482478,TRUE,TRUE,TRUE,"",NA
"sample_105","../../data_raw/samples/transformed/sample_105.RDS",0.823747797881431,0.305943662922166,0.399271825920556,TRUE,TRUE,TRUE,"",NA
"sample_106","../../data_raw/samples/transformed/sample_106.RDS",0.869242514275936,0.334100539667495,0.358036232490687,TRUE,TRUE,TRUE,"",NA
"sample_107","../../data_raw/samples/transformed/sample_107.RDS",0.888700209491598,0.407995814056577,0.428778446059144,TRUE,TRUE,TRUE,"",NA
"sample_108","../../data_raw/samples/transformed/sample_108.RDS",0.820744415317162,0.319895303681587,0.381573779678628,TRUE,TRUE,TRUE,"",NA
"sample_109","../../data_raw/samples/transformed/sample_109.RDS",0.8572160568186,0.375405464471702,0.384453376067291,TRUE,TRUE,TRUE,"",NA
"sample_110","../../data_raw/samples/transformed/sample_110.RDS",0.824763079099828,0.554025369745265,0.395475318734953,TRUE,TRUE,TRUE,"",NA
"sample_111","../../data_raw/samples/transformed/sample_111.RDS",0.743720755269687,0.138232293533426,0.354259380470589,TRUE,TRUE,TRUE,"",NA
"sample_112","../../data_raw/samples/transformed/sample_112.RDS",0.827527931755778,0.355009673400024,0.435386956122917,TRUE,TRUE,TRUE,"",NA
"sample_113","../../data_raw/samples/transformed/sample_113.RDS",0.761942615800106,0.401745838072055,0.370494634762527,TRUE,TRUE,TRUE,"",NA
"sample_114","../../data_raw/samples/transformed/sample_114.RDS",0.846688892633583,0.534848486015815,0.409186673002784,TRUE,TRUE,TRUE,"",NA
"sample_115","../../data_raw/samples/transformed/sample_115.RDS",0.829358040234345,0.32516234746254,0.403501082480628,TRUE,TRUE,TRUE,"",NA
"sample_116","../../data_raw/samples/transformed/sample_116.RDS",0.847669702372568,0.269542797489596,0.357744433837338,TRUE,TRUE,TRUE,"",NA
"sample_117","../../data_raw/samples/transformed/sample_117.RDS",0.8262824496129,0.45419423721453,0.391092565392509,TRUE,TRUE,TRUE,"",NA
"sample_118","../../data_raw/samples/transformed/sample_118.RDS",0.83963050247625,0.454385023904231,0.359407366458877,TRUE,TRUE,TRUE,"",NA
"sample_119","../../data_raw/samples/transformed/sample_119.RDS",0.794910889763568,0.361255498313983,0.342276437879666,TRUE,TRUE,TRUE,"",NA
"sample_120","../../data_raw/samples/transformed/sample_120.RDS",0.831203361076581,0.332447314710761,0.403913340214022,TRUE,TRUE,TRUE,"",NA
"sample_121","../../data_raw/samples/transformed/sample_121.RDS",0.836579686848756,0.188354937317544,0.372888938956077,TRUE,TRUE,TRUE,"",NA
"sample_122","../../data_raw/samples/transformed/sample_122.RDS",0.856904357617507,0.435562948764862,0.395371285573945,TRUE,TRUE,TRUE,"",NA
"sample_123","../../data_raw/samples/transformed/sample_123.RDS",0.850659013563248,0.342766444416162,0.351200418059543,TRUE,TRUE,TRUE,"",NA
"sample_124","../../data_raw/samples/transformed/sample_124.RDS",0.86216489834068,0.395741026486737,0.40240808278451,TRUE,TRUE,TRUE,"",NA
"sample_125","../../data_raw/samples/transformed/sample_125.RDS",0.888411480613681,0.405801934871299,0.454233653159323,TRUE,TRUE,TRUE,"",NA
"sample_126","../../data_raw/samples/transformed/sample_126.RDS",0.849910293133879,0.380081381925072,0.381184698834749,TRUE,TRUE,TRUE,"",NA
"sample_127","../../data_raw/samples/transformed/sample_127.RDS",0.825511356423784,0.400510750335961,0.401431837302667,TRUE,TRUE,TRUE,"",NA
"sample_128","../../data_raw/samples/transformed/sample_128.RDS",0.889445960919988,0.368277892613161,0.403812479199962,TRUE,TRUE,TRUE,"",NA
"sample_129","../../data_raw/samples/transformed/sample_129.RDS",0.755102348471214,0.258737970306818,0.365102811452814,TRUE,TRUE,TRUE,"",NA
"sample_130","../../data_raw/samples/transformed/sample_130.RDS",0.844789118802484,0.357762976561125,0.392315659553758,TRUE,TRUE,TRUE,"",NA
"sample_131","../../data_raw/samples/transformed/sample_131.RDS",0.796574044943678,0.243301815025861,0.381199152897687,TRUE,TRUE,TRUE,"ocu_military",NA
"sample_132","../../data_raw/samples/transformed/sample_132.RDS",0.836061251325983,0.465424788058023,0.346647607179246,TRUE,TRUE,TRUE,"",NA
"sample_133","../../data_raw/samples/transformed/sample_133.RDS",0.839531710630932,0.303952266909883,0.380382566847467,TRUE,TRUE,TRUE,"",NA
"sample_134","../../data_raw/samples/transformed/sample_134.RDS",0.845029679758547,0.348426450922426,0.340174931816948,TRUE,TRUE,TRUE,"",NA
"sample_135","../../data_raw/samples/transformed/sample_135.RDS",0.852940671533784,0.414424865440868,0.403949679229342,TRUE,TRUE,TRUE,"",NA
"sample_136","../../data_raw/samples/transformed/sample_136.RDS",0.876204153246764,0.379649315840873,0.412537324223281,TRUE,TRUE,TRUE,"",NA
"sample_137","../../data_raw/samples/transformed/sample_137.RDS",0.80182376713879,0.311939393308409,0.368318829157065,TRUE,TRUE,TRUE,"",NA
"sample_138","../../data_raw/samples/transformed/sample_138.RDS",0.843809604764202,0.292632164692923,0.376778982327253,TRUE,TRUE,TRUE,"",NA
"sample_139","../../data_raw/samples/transformed/sample_139.RDS",0.839390546868407,0.480416290306309,0.399815550498415,TRUE,TRUE,TRUE,"",NA
"sample_140","../../data_raw/samples/transformed/sample_140.RDS",0.810455873321935,0.488678679183361,0.358559743838987,TRUE,TRUE,TRUE,"",NA
"sample_141","../../data_raw/samples/transformed/sample_141.RDS",0.826023123520771,0.407796858654261,0.398481484028087,TRUE,TRUE,TRUE,"",NA
"sample_142","../../data_raw/samples/transformed/sample_142.RDS",0.848899896276772,0.439108305020979,0.417778616902933,TRUE,TRUE,TRUE,"",NA
"sample_143","../../data_raw/samples/transformed/sample_143.RDS",0.889614411420838,0.629810562419827,0.421612751152538,TRUE,TRUE,TRUE,"",NA
"sample_144","../../data_raw/samples/transformed/sample_144.RDS",0.835614581382377,0.150883029408841,0.39263989690955,TRUE,TRUE,TRUE,"",NA
"sample_145","../../data_raw/samples/transformed/sample_145.RDS",0.819903238823633,0.249291535737764,0.348873458801061,TRUE,TRUE,TRUE,"",NA
"sample_146","../../data_raw/samples/transformed/sample_146.RDS",0.800032364708963,0.310612451629982,0.36070677216346,TRUE,TRUE,TRUE,"",NA
"sample_147","../../data_raw/samples/transformed/sample_147.RDS",0.822694085235556,0.394308220981279,0.382221974324534,TRUE,TRUE,TRUE,"",NA
"sample_148","../../data_raw/samples/transformed/sample_148.RDS",0.840595756478832,0.421731678952585,0.396012792134524,TRUE,TRUE,TRUE,"",NA
"sample_149","../../data_raw/samples/transformed/sample_149.RDS",0.813093835401117,0.379329388062867,0.3935852186855,TRUE,TRUE,TRUE,"",NA
"sample_150","../../data_raw/samples/transformed/sample_150.RDS",0.809112634078203,0.510816877562612,0.430881491631285,TRUE,TRUE,TRUE,"",NA
"sample_151","../../data_raw/samples/transformed/sample_151.RDS",0.802546071171426,0.339528403334907,0.347684992907882,TRUE,TRUE,TRUE,"",NA
"sample_152","../../data_raw/samples/transformed/sample_152.RDS",0.864160451815469,0.518271815094951,0.411184288377481,TRUE,TRUE,TRUE,"",NA
"sample_153","../../data_raw/samples/transformed/sample_153.RDS",0.860730087477541,0.254945838324843,0.440360603529831,TRUE,TRUE,TRUE,"",NA
"sample_154","../../data_raw/samples/transformed/sample_154.RDS",0.801316369438933,0.214432343839893,0.349734885543522,TRUE,TRUE,TRUE,"",NA
"sample_155","../../data_raw/samples/transformed/sample_155.RDS",0.768774979031443,0.373641861245657,0.376378915736863,TRUE,TRUE,TRUE,"",NA
"sample_156","../../data_raw/samples/transformed/sample_156.RDS",0.865907865831482,0.38834450778379,0.447316459720573,TRUE,TRUE,TRUE,"",NA
"sample_157","../../data_raw/samples/transformed/sample_157.RDS",0.864551483239045,0.435920061835635,0.384949529367766,TRUE,TRUE,TRUE,"",NA
"sample_158","../../data_raw/samples/transformed/sample_158.RDS",0.81978052488392,0.446852211546492,0.330771712714112,TRUE,TRUE,TRUE,"",NA
"sample_159","../../data_raw/samples/transformed/sample_159.RDS",0.823030744783966,0.28529314117492,0.393421917008724,TRUE,TRUE,TRUE,"ocu_military",NA
"sample_160","../../data_raw/samples/transformed/sample_160.RDS",0.80025044143022,0.425038079076755,0.368016017797825,TRUE,TRUE,TRUE,"",NA
"sample_161","../../data_raw/samples/transformed/sample_161.RDS",0.826724318916322,0.429936663364089,0.396632790130657,TRUE,TRUE,TRUE,"",NA
"sample_162","../../data_raw/samples/transformed/sample_162.RDS",0.844802477384139,0.293700932299576,0.356105492858283,TRUE,TRUE,TRUE,"",NA
"sample_163","../../data_raw/samples/transformed/sample_163.RDS",0.793562009576206,0.344455046415135,0.341349006027018,TRUE,TRUE,TRUE,"",NA
"sample_164","../../data_raw/samples/transformed/sample_164.RDS",0.855170048633065,0.362225365226872,0.366578367345806,TRUE,TRUE,TRUE,"",NA
"sample_165","../../data_raw/samples/transformed/sample_165.RDS",0.845482275383608,0.501802971840816,0.425215321650676,TRUE,TRUE,TRUE,"",NA
"sample_166","../../data_raw/samples/transformed/sample_166.RDS",0.875120251192383,0.560579570415737,0.400099789956316,TRUE,TRUE,TRUE,"",NA
"sample_167","../../data_raw/samples/transformed/sample_167.RDS",0.824180267691214,0.397060477530326,0.415458931957478,TRUE,TRUE,TRUE,"",NA
"sample_168","../../data_raw/samples/transformed/sample_168.RDS",0.875452542896955,0.39921152589001,0.359391548387299,TRUE,TRUE,TRUE,"",NA
"sample_169","../../data_raw/samples/transformed/sample_169.RDS",0.812011472623228,0.468109230218786,0.436009534770995,TRUE,TRUE,TRUE,"",NA
"sample_170","../../data_raw/samples/transformed/sample_170.RDS",0.811905200657451,0.306781656379174,0.353140875069688,TRUE,TRUE,TRUE,"",NA
"sample_171","../../data_raw/samples/transformed/sample_171.RDS",0.850340710964834,0.33876007720322,0.365851259663049,TRUE,TRUE,TRUE,"",NA
"sample_172","../../data_raw/samples/transformed/sample_172.RDS",0.75904535959414,0.15646787426523,0.415734426463759,TRUE,TRUE,TRUE,"",NA
"sample_173","../../data_raw/samples/transformed/sample_173.RDS",0.862813167825464,0.496373169359365,0.374126045791481,TRUE,TRUE,TRUE,"",NA
"sample_174","../../data_raw/samples/transformed/sample_174.RDS",0.882989977091263,0.379172345242202,0.371556190235197,TRUE,TRUE,TRUE,"",NA
"sample_175","../../data_raw/samples/transformed/sample_175.RDS",0.788000054216058,0.260289982091276,0.382947313930158,TRUE,TRUE,TRUE,"",NA
"sample_176","../../data_raw/samples/transformed/sample_176.RDS",0.83324777997606,0.39296878951442,0.376100975130253,TRUE,TRUE,TRUE,"",NA
"sample_177","../../data_raw/samples/transformed/sample_177.RDS",0.802574114776646,0.210642545484001,0.377445743843808,TRUE,TRUE,TRUE,"",NA
"sample_178","../../data_raw/samples/transformed/sample_178.RDS",0.816027748356556,0.395168886066655,0.340993785391523,TRUE,TRUE,TRUE,"",NA
"sample_179","../../data_raw/samples/transformed/sample_179.RDS",0.846089738480525,0.323659429766275,0.350879657084497,TRUE,TRUE,TRUE,"ocu_military",NA
"sample_180","../../data_raw/samples/transformed/sample_180.RDS",0.848687751432167,0.523738274306606,0.382582698363062,TRUE,TRUE,TRUE,"",NA
"sample_181","../../data_raw/samples/transformed/sample_181.RDS",0.823653298870267,0.413479932861967,0.372385958426587,TRUE,TRUE,TRUE,"",NA
"sample_182","../../data_raw/samples/transformed/sample_182.RDS",0.78176089593945,0.508772464982902,0.364630012874559,TRUE,TRUE,TRUE,"",NA
"sample_183","../../data_raw/samples/transformed/sample_183.RDS",0.871861044495983,0.315750481509112,0.400362765881373,TRUE,TRUE,TRUE,"ocu_military",NA
"sample_184","../../data_raw/samples/transformed/sample_184.RDS",0.82470264243512,0.432392262344685,0.37108606843437,TRUE,TRUE,TRUE,"",NA
"sample_185","../../data_raw/samples/transformed/sample_185.RDS",0.801611579913379,0.458318247834805,0.401758354065384,TRUE,TRUE,TRUE,"",NA
"sample_186","../../data_raw/samples/transformed/sample_186.RDS",0.793334365665026,0.492806018997595,0.367086776997356,TRUE,TRUE,TRUE,"",NA
"sample_187","../../data_raw/samples/transformed/sample_187.RDS",0.7836288429632,0.249511386311028,0.364312054074421,TRUE,TRUE,TRUE,"",NA
"sample_188","../../data_raw/samples/transformed/sample_188.RDS",0.895100809334282,0.493714497002627,0.414895314389729,TRUE,TRUE,TRUE,"",NA
"sample_189","../../data_raw/samples/transformed/sample_189.RDS",0.794596503745263,0.318251932101111,0.381629892631054,TRUE,TRUE,TRUE,"",NA
"sample_190","../../data_raw/samples/transformed/sample_190.RDS",0.841581279315034,0.43041312221994,0.410549946297272,TRUE,TRUE,TRUE,"",NA
"sample_191","../../data_raw/samples/transformed/sample_191.RDS",0.832591604826823,0.539205070306124,0.416661411003985,TRUE,TRUE,TRUE,"",NA
"sample_192","../../data_raw/samples/transformed/sample_192.RDS",0.857154223749837,0.501519095449076,0.416679820540433,TRUE,TRUE,TRUE,"",NA
"sample_193","../../data_raw/samples/transformed/sample_193.RDS",0.877328672996329,0.304057191089321,0.418833759576079,TRUE,TRUE,TRUE,"",NA
"sample_194","../../data_raw/samples/transformed/sample_194.RDS",0.829773968208192,0.312726713869076,0.374392987195204,TRUE,TRUE,TRUE,"",NA
"sample_195","../../data_raw/samples/transformed/sample_195.RDS",0.850874649725531,0.336255660320815,0.372580192078899,TRUE,TRUE,TRUE,"",NA
"sample_196","../../data_raw/samples/transformed/sample_196.RDS",0.727167677134106,0.329041088291393,0.363398331745827,TRUE,TRUE,TRUE,"",NA
"sample_197","../../data_raw/samples/transformed/sample_197.RDS",0.835242075613223,0.376651115504116,0.364195083009631,TRUE,TRUE,TRUE,"",NA
"sample_198","../../data_raw/samples/transformed/sample_198.RDS",0.828525937437268,0.366668034903975,0.378131629522303,TRUE,TRUE,TRUE,"",NA
"sample_199","../../data_raw/samples/transformed/sample_199.RDS",0.874249679123098,0.502450655359034,0.383566894126271,TRUE,TRUE,TRUE,"ocu_military",NA
"sample_200","../../data_raw/samples/transformed/sample_200.RDS",0.780338713388761,0.207592426292124,0.339481374538178,TRUE,TRUE,TRUE,"",NA
